id,label,category,text
1095598522538311680,actualité,actualité,"Ville qui ""assume sa vocation 26 fois centenaire de rempart contre l'intolérance,""Marseille se dresse contre le retour de l'antisémitisme"". 150 personnalités provençales lancent un appel contre le retour de l'antisémitisme https://t.co/Eglhw6pnaB https://t.co/G9JrNG4Po6"
1095598526711676928,spam,conversation,"En robe (que j’avais forcément salie parce que j’aimais pas vraiment coquette et je me roulais partout, dans le sable, la boue) en train de remplir une piscine Tortues Ninja. Ma… https://t.co/Bd8eWiukbg"
1095598530926915584,spam,conversation,@JSLefebvre @ContextePouvoir @Contexte Merci et bravo pour votre article !
1095598543505670147,spam,conversation,Je l'aime ❤❤❤❤
1095598547699785728,spam,conversation,AaAaa yez dats my maAaaNnnNnnn!!!!!!!!!!!! hihi
1095598551860678656,spam,conversation,et puis un steak bois Le Restaurant il y a ERREUR TEMPS EFFACER PAR UNE PERSONNE
1095598564452065280,actualité,reaction,@rivarolhebdo Les nazis que vous admirez tant ont largement documenté eux-même leur volonté d'exterminer les Juifs et le fait qu'ils ont concrètement appliqué une politique d'extermination: https://t.co/TV5rxTAer5
1095598577051754496,actualité,actualité,"🗂✏️ Fribourg-Gottéron 🗂✏️
Pour Fribourg, pas de nouveau joueur, mais un retour de Stalder et un gardien en licence B. 

Jusqu’au 15 février, les clubs de National League ont encore la possibilité de mettre sous contrat un ou plusieurs joueurs étrangers. https://t.co/1J35lBUInb"
1095598585448726528,spam,conversation,@MartinachePaul Si tout va bien c’est juillet mdrr jnmr
1095598627383324674,spam,conversation,@MaxFulgens @saloperie__ Bah j’ai pas le niveau
1095598639966273537,spam,conversation,@Wailers_WL Mdrrr 9h20...
1095598660950224897,actualité,actualité,"@Elida_Almeida15
Née en 1993, dans la ville de Pedra Badejo à Santa Cruz, sur l’île de Santiago au Cap-Vert 🇨🇻
Auteur, chanteuse, compositeur, elle affirme son identité africaine,… https://t.co/iUPmnqUqg2"
1095598660950417408,spam,conversation,T’es où @JoelEmbiid ???
1095598677714980865,actualité,reaction,"Emmanuel Macron, entrepreneur en démolition nationale https://t.co/taXBhyy19v"
1095598686111977472,spam,conversation,Excellent! #AfficheTesRêves #EDS #EDE
1095598694500614144,spam,conversation,on nous apprend qu’il n’y a que deux formes d’amour l’amour et l’amitié
1095598715442728960,spam,conversation,@amanda_dezain @unbxtxrd c’est quand même mieux une photo de moi hein
1095598732219944960,actualité,reaction,@Romarie45 @Quentin60313636 @FutePigeon @NathalieLevyNC @BFMTV @YLeBolloch @EmmanuelMacron Qu’on remette à plat notre système démocratique et que les lois pour nos représentants politiques soient revues et non décidées par eux mêmes puisqu’ils sont incapables de s’autodiscipliner.
1095598753225064448,spam,conversation,@Demonsefarade Ahahaha t’es vraiment à part comme humain
1095598765786968064,spam,conversation,on est venue au cfa pour avoir cours que ce matin
1095598774175576064,spam,conversation,Ouloulou on entend plus personne la 🔴🔵
1095598782551654400,spam,conversation,j'ai enfin pu la train
1095598782555791360,spam,conversation,Je suis vraiment content de voir de plus en plus d’illustrations picturales (non flat) dans les identités numériques. https://t.co/LwjVFBExv8
1095598807730057216,actualité,reaction,"« Au lendemain des Assises de la Transition NRJ organisées du 22-24/01/2019 à DK, le président de la Région HdF, @xavierbertrand présente sur l’EnerGeek ses ambitions énergétiques pour son territoire, mais aussi plus largement pour la France. » https://t.co/8FzXUUUzWc"
1095598811911729157,spam,conversation,"ah mtn jlui dis g pecho des gars alors que monsieur me l’avait interdit comme si je lui devait qlqch mdr jsp tu veu me récupérer pas moi, pq me prive, donc là il pete le seum et me fait passer pour une méchante qui trompe, dans mes souvenirs c pas mon rôle ça mais bon"
1095598832879063041,spam,conversation,@Alex_Crvh2 Oh putain! Oh putain! C'est pas gentil ça
1095598837102714880,spam,conversation,"@Kalytis_ @u_psud Alors, le pouvoir du costume ?"
1095598845491363840,spam,conversation,"// du coup pour tous ceux avec qui j'avais un rp un cours, il faut me rajouter dans la conv rp avec ce compte + me renvoyer votre dernière réponse pour que je puisse y répondre, mercii !"
1095598862268547072,spam,publicité,"#Argent #Association #Fondation 💰💰💰 Dîner de la @FFREpilepsie Quand la solution contre la maladie passe par la #Recherche, et donc par les #Dons (eux-mêmes ouvrant droit à une réduction d’impot) 👍 @CelineSportisse @Chanfimao @MelittaSchnee  #cashepilepsie @emmroubertie https://t.co/SfQSiQKceQ"
1095598866433482752,spam,conversation,"@melvin97one C'est un peu la victoire de Tuchel aussi du coup, pas si évident de le placer la au départ !"
1095598895831363584,spam,conversation,"Demain c’est la st valentin et j’suis en repos, bref."
1095598904203198464,actualité,reaction,"""Depuis 5 mois, le Ministre Collin interdit l’accès à la forêt du sud de la Province du Luxembourg pour cause de peste porcine africaine. Malgré les promesses d’indemnisation, nous n'avons reçu aucune indemnisation!"" 
François De Meersman, Confédération Bois."
1095598912575021056,spam,conversation,@Michoucroute_ Michou tu t'es fait clasher c du lourd michou 😂😂
1095598912604381184,spam,conversation,@cassandralvzot Mais... :( c'est même pas moi maman pourquoi tu cries toujours sur moi quand les concernés ne sont pas là ! :((
1095598929348120587,spam,conversation,sur la gâchette j’ai parkinson
1095598975519023104,spam,conversation,Tiens ça faisait longtemps que ma mère m'avait pas brisé les ovaires
1095598979692326912,spam,conversation,@elvyndimeglio Mdrrrrr c’est un petit joueur
1095599030015610880,spam,conversation,Le matin et une bénédiction pour les Musulmans un Imam en parlé. Regardez le matin on sens que c'est une bénédiction l'après midi c'est pas la même sensation que les matins 😉
1095599055198134272,spam,conversation,Peut-on prendre le car avec une carte de tiers payant ?🤔
1095599063582543872,actualité,reaction,@GG_RMC Le gauchisme des profs....tout simplement.ils disent tout le temps non a tout.les avez vous deja entendus dire oui a qqch vous?moi non
1095599063586754560,spam,conversation,Vous avez le droit de parler de la superbe arret de De Gea face à Mbappé #MUNPSG
1095599071992168448,spam,conversation,@100Mercato Putain j'ai cru pendant les 2premières secondes que c'était Sertic avec un nouveau maillot!ascenseur émotionnel!
1095599105538228224,spam,conversation,"Mais vivement qu’il soit aux affaires, lui. Il a tout compris."
1095599147451863040,actualité,reaction,@MR_officiel @Sophie_Wilmes On devrai même plaider pour passer de 6 à 4 ans (Une année d'adaptation et d'apprentissage du français - pas toujours parlé à la maison - et une année de préparation à l'enseignement primaire) ! Ce sera cependant déjà une belle avancée #ecole #pourtous #Excellence @MR_officiel
1095599164250046465,spam,conversation,@Doctor_Why11 @lequipedestelle @Nabil_djellit @lachainelequipe Tu disais?
1095599164241707008,spam,conversation,Le soulèvement qui va se passer ici sera fort👐👐
1095599193589276672,spam,conversation,Ils l’ont fini en commentaire 😂😂😭
1095599206201524225,spam,conversation,"K.a.a.m.e.l.o.t.t : « Vous vous prenez pour un enseignant ?... Non j' s'entais que c'était le moment d'faire une vanne mais y'a rien qui est sorti. », Livre IV - Perceval. ••-adb4"
1095599206193160192,spam,conversation,@FleurDe24410734 @JacobKowalsk_ @Queenie_Gldstn @theseeoff @PickettOffi @Niffleur1 @naginihumain Jacob j'en ai eu hier
1095599206180495361,actualité,reaction,@AQuatennens rappelons (et pas un mot dans les médias) que l'extrême droite est plus présente dans les forces de l'ordre que dans les GJ et ils sont armés! près de 50%!!! https://t.co/vndvwfoVt1
1095599210378993664,spam,conversation,@Stayfan18 Mdrrrrr sérieux il est schizo le gars
1095599218771877888,actualité,actualité,"Lombalgies chez la PA: une revue systématique montre que les techniq kiné ne permettent pas d’améliorer la douleur ou la fonction(TM,TENS notamment).Les travaux récents modifieront ces résultats. Dans une approche active et globale: faisons les bouger.https://t.co/JxIvc0DRYY https://t.co/UNG30gdFH2"
1095599252343046146,spam,publicité,"Un grand merci à nos recruteurs @AbsysCyborg  : @Julienrecruteur @AureliePeyriere,  Elie également et à tous nos candidats pour cette soirée @Dogfinance IT hier soir https://t.co/z1ckCaQi2p"
1095599260727459840,actualité,reaction,"@AfricaTopTweet L'armée congolaise est vraiment infiltrée, il n'y a pas moyen de finir avec ces troupes si seulement les éléments rwandais continue à existé au sein de notre armée."
1095599264896475136,spam,publicité,Depoparfum https://t.co/xW7AseimVN
1095599269120278528,actualité,reaction,Les #GiletsJaunes de Commercy saluent la révolution de Rojava. Ne montrez pas cette vidéo au dictateur turc #Erdogan! https://t.co/KXqMvfU7tZ
1095599298446872577,spam,conversation,"Quel plaisir de se réveiller et de voir ça ! Vraiment cool de participer au #UMGChallenge de @Cyril_mp4 ! Jsuis ravi 😭...

Pour mon outro de fin de vidéo qui durait 15 secondes.. C’est vraiment scandaleux @UMG , c’est la crise chez vous pour être à ça prêt ? https://t.co/iXI7kvJgVK"
1095599302657916928,actualité,actualité,Comment les manières d'habiter seront influencées par les évolutions des modes de vie ? #habitation https://t.co/E0L6ghbkCv
1095599315261755392,spam,conversation,"jdor 4h par nuit dps jsp cmb dtemps, pr une f que j’arrive à me rendormir on mreveille, jv grv faire un meurtre jrigole pas"
1095599332005474305,actualité,actualité,Google Chrome veut faciliter le partage d’URL sur smartphone avec un simple bouton https://t.co/UUt8ZAqFYj
1095599336220708864,actualité,reaction,"@menard2017 Et pourquoi pas 3, 4, 5, etc... alpha et bêta c’est pas mal non plus ... enfin on adore les éléments de langage... #queer #enfance #pauvre #France"
1095599340427661312,spam,conversation,"@marg_oh Je l’espère pour toi. On a besoin, fin j’ai besoin surtout, de lire tes avis sur les sorties. 🤷‍♀️"
1095599348791029760,spam,conversation,Dans le film il s’est fait encore plus humilié
1095599348786839552,actualité,reaction,"Sur la conclusion ""ON NE LÂCHE RIEN, GJ JUSQU'AU BOUT !"" on note que les intéressé-es (qui sont-ils ?) signent en tant que #GiletsJaunes et pas en tant qu'anonymes, collectifs ou partisan-nes de tel ou tel objectif."
1095599373965320192,spam,conversation,"Être dans l’ordre islamique - faire plaisir à la famille et me tirer de ce monde. (Suis pas la piur me faire aimé par les habitants de ce monde..)
Aimes si tu penses qu’il faut aimé 
Déteste si tu penses qu’il faut détesté 
Tout cela n’a empêché personne de vivre"
1095599386531377153,spam,conversation,"@JulineLK Mais je pense woojin va bientôt changer, ça sera tjr woojin mais une autre photo 😁 https://t.co/jCNRF6uVAf"
1095599407528058882,spam,conversation,"@LinleyBa @JimmyDeuxFois__ @UnArabeRandom C'est très facile à dire ""il faut appliquer la législation d' Allah"" mais tu verras que face aux problématiques du monde actuel elle est difficile à appliquer de manière conforme"
1095599411718164480,spam,conversation,@poings_ardents Supprimer tous facebook c’est l’endroit le plus bizarre sur cette terre
1095599420106858501,spam,conversation,"@clacla_tata c’est 2,898x10 puissance -3 divisé par T en kelvin aller jvais avoir 20/20"
1095599470446891009,spam,publicité,"Responsable Communication-F/H-Lille, Nord-Pas-de-Calais, France https://t.co/1UN8FLtXvh"
1095599474615951360,spam,conversation,Signalez @GauldenBoy s’il vous plaît il usurpe mon identité
1095599491401596928,spam,conversation,"- Z - P - A - E - J - W - I - M...
- Parfait vous pouvez changer d'oeil ! https://t.co/QXbUEeshPu"
1095599495608438784,actualité,reaction,"@GG_RMC Il y a du mieux je trouve. Il y  a encore quelques annees le simple faite de parler du drapeau francais ,vous etiez traites par une certaine gauche de  gros nationaliste dictateur"
1095599508161998848,spam,conversation,je suis en train de me faire une liste de recette pour manger sainement là faut que je tienne
1095599550126014464,spam,conversation,Que DIEU donne la force à l'Ajax pourqu'il fume le réal de Madrid. 3-0. inch'Allah
1095599571093385216,spam,publicité,"@anne_hessel est venue ce vendredi présenter son livre ""Réveillez-vous !"" co-écrit avec Jean Jouzel et Pierre @larrouturou à la librairie @Liragif devant une cinquantaine de personnes. Merci à elle et aux libraires ! https://t.co/TrKQVK44Sc"
1095599579477741568,spam,conversation,@httpdylxn Cst pcq tu l'as pas encore vu sur mes lèvres
1095599579502989313,spam,conversation,mais c’est TPMP qu’il faut supp
1095599600445079559,spam,conversation,@mireille_tona @FENTYHARD @___Medellin @AlekeroEdna @Hilrii_ohw @zerosnow17 @AfanouKokou Ohhhhhh putain 😂
1095599600449273856,spam,conversation,@MaTweetos @Tocram2 Épic
1095599608863117312,spam,conversation,"@avnersolal2 @Robert83498200 Mme Knolle,Mme Halimi! Merah et Coulibaly voilà le problème! L islam radical! arno s égare et fait même parti des conseils de macron?"
1095599638214791168,spam,conversation,Définition du notion du TIMING :
1095599650806079488,spam,conversation,C’est incroyable le nombre d’enfant qui disparaît ces temps ci
1095599659156942848,spam,conversation,@sandrinec558 @nikosaliagas Jolie photo. Ta simplicité t'honore. Passe une bonne journée Sandrine.
1095599663372210177,spam,conversation,@relajandome camaron bombay
1095599688529727488,spam,conversation,"@Yanfilipe99 cel n quer carregar mn, estragou"
1095599692719616001,spam,conversation,même moi
1095599696905687040,spam,conversation,@arthurherndez j'ai rien fait
1095599705306861568,actualité,reaction,@gregoryroose Je suis scandalisé ! Pourquoi 2 parents seulement? Quelle vision ringarde. Et 2 c'est après 1 ? Donc 2 est moins important ? Honteux.
1095599717915025408,spam,conversation,"@Arkellana J’ai besoin de soleil, de lumière, de vie. La nuit, c’est trop calme / mort, j’ai du mal &gt;~&lt;"
1095599717881430016,spam,other spam,"13-02-19 09:25:01 0319153 sprimont, Signalisation TC/PPR """
1095599726299439104,spam,conversation,@Smilerizi Mdrrr rendors toi
1095599730464342016,actualité,reaction,"Européennes 2019 : ""À gauche, c'est la course des petits chevaux"", lance Alba Ventura (https://t.co/UNrOZPRAKR) https://t.co/L19FLVwB8O"
1095599734692241408,spam,conversation,@Eugenedu931 @VictorHiroto @MLRtania @AbdallaH_GLB @FitzAdri c parce que g pas le gogeta rouge sur db legends sa a compenser mdr https://t.co/UQf8iacynn
1095599755626012673,spam,conversation,"""papa est-ce que maman elle a pleuré quand elle a accouché moi ? Ah. Ah non ! C'est moi qui pleurait hihi"" DKDJDJZKEL MDR TROP CHOU"
1095599785011081216,spam,conversation,Remarkable ignorance. https://t.co/ihFHzNONBX
1095599793387290624,spam,publicité,Nous sommes très heureux de poursuivre notre collaboration avec @ca_indosuez du groupe @CreditAgricole et d'accompagner les #talents du groupe ! 🚀 #RH #managers #coaching https://t.co/mI9iwGf1HB
1095599826962665472,actualité,actualité,"Le salon @bepositiveevent ouvre ses portes. On se retrouve dans quelques minutes sur le plateau TV ""énergies renouvelables et territoires"" pour parler #GazRenouvelable #biogaz https://t.co/HznW923FNk"
1095599831123402752,spam,conversation,@Hadieesta Réal Madrid😍
1095599843706327040,spam,conversation,C'est de pire en pire ce gouvernement.
1095599847909003264,actualité,reaction,@Mediapart Question : pensez vous qu'il va rentrer en France ? Moi qui pensais qu'un mis en examen ne pouvait pas voyager à l'étranger!
1095599864698810368,spam,conversation,Je suis tellement que je peux pas faire autrement 😭😭😭
1095599868905746432,spam,conversation,@CdcJulien @chaouki52021804 @Detoxweb Les gens parle des ouïghours depuis 2014 😂 😂 waouhhh ah bon pourtant à chaque fois qu'on entend des rebeux parler de génocide c'est toujours en nommant la palestine jamais les autre.. Moi je soutien Israël et la  Chine ils ont raison il faut pas ce laisser marcher sur les pied
1095599868872220673,spam,conversation,@bakIIava Un te anglishtes
1095599877290160128,spam,conversation,"@junqswon Okay bas ça devrait le faire alors, thxxx !"
1095599894071599105,spam,conversation,@Zavytar @itachi_bad Balayette je veux rien savoir
1095599894071529472,spam,conversation,minhyuk qd il arrive dans le dortoir et qu’il s’apprête à faire chier tout le monde en racontant sa vie https://t.co/W3VHMroJeP
1095599898232348672,spam,conversation,"@macialp3 en même temps meuf, tu viens de t’acheter un iPhone XR un mac et des vans jpense que niveau pauvreté on a connu pire"
1095599902430842880,spam,conversation,"@Anton75_ Moi aussi, au départ je trouvais ça sévère meme si ça nous arrangeait mais avec cet angle de vu on comprend que c'est indiscutable"
1095599906625110016,spam,conversation,T’abuse de la flemme un peu chaakal 😭😭
1095599923427532800,spam,publicité,Découvrez comment se créer un capital santé et vivre une vie meilleure grâce à https://t.co/Hl5uX1YStl. https://t.co/uyRP9tFR9d
1095599927630147584,spam,conversation,@JabraFrance Jabra tu es mon essentiel @Chath35311979
1095599940204707840,spam,conversation,@lmp_photo @Steph_Lbb @PinkMariermn @pinktaxiblogger J'ai la gorge c'est le désert du Sahara https://t.co/59McMJ4Ywv
1095599998933389313,spam,conversation,"Scène ""absolute crush"" dans Dynasty : Fallon Carrington qui, après s'être fait larguer, commande un groupe de shoegaze pour sobber en live performance dans sa chambre"
1095600003089862656,spam,publicité,Gâteau invisible individuel aux poires et Nocciolata https://t.co/8XFp6kreTD #Petitsgâteaux #Sansgluten #WeightWatchers
1095600007317803008,actualité,actualité,Bientôt du changement pour les étudiants en médecine https://t.co/LRYuoTEkF7
1095600007309414400,spam,conversation,"@Djokaire Alors soit c'est des groupies qui vous voient comme des rockstars, soit c'est des gens qui veulent se sentir ""cool"" car envient votre influence. Dans les deux cas ça vaut pas la peine, c'est eux qui doivent redescendre en fait 😏"
1095600011503534080,spam,conversation,"@sebchenu @KersausonDe Par respect pour ma sensibilité svp ne oubliez pas de photo ni de vidéo de Kohn Bendit ça me donne de l'urticaire ! Merci. Et en ce moment, il y a d'autres photos qui sont insupportables..."
1095600015693828096,spam,conversation,Merci minie nuisible toujours derrière moi chaque année 😹😂 😘😘😘😘
1095600019871272960,actualité,actualité,"[Vu dans la presse] Sogelmer jette l’ancre au cœur de Keroman
#Entreprise #Lorient
 https://t.co/gNOFwSLSiH via @ouestfrance"
1095600032454184960,spam,conversation,Encore un problème...
1095600032479358976,spam,conversation,@Guide_en_Israel Ok. C’est bon tu n’as pas oublié. חזק.
1095600040863764480,spam,conversation,@StrasBourgeoi67 Ah ok. J'avais oublié que j'avais changé de pseudo 😂
